zona_division_politico_adminisrativa;nombre_zona;nit;dane_anterior;dane_establecimiento;consecutivo_dane;nombre_sede;tipo_sede;comuna;nombre_comuna;nucleo;numero_oficial;prestacion_servicio;sector;zona_sineb;zona_georeferenciado;barrio;vereda;direccion_sede;telefono_sede;ano_registro
4;ZONA CENTRO OCCIDENTAL;"";305001017751;305001017751;30500101775101;CENTRO INFANTIL CACATUAS;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL VELÓDROMO;0;CR 78 A 45 13;4133089;2022.0
2;ZONA NOROCCIDENTAL;"";305001018243;305001018243;30500101824301;PREESCOLAR LUCECITAS DEL CORTIJO;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CR 85 66 35;2340025;2022.0
6;ZONA SUROCCIDENTAL;"";305001018260;305001018260;30500101826001;CENTRO EDUCATIVO LA MOTICA;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;TV 4 A 75 D 52 BQ 26 LC 106;2567820;2022.0
6;ZONA SUROCCIDENTAL;"";305001018286;305001018286;30500101828601;COLEGIO SAN GABRIEL DE LA DOLOROSA;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA COLINA;0;CL 9 B SUR 52 B 40;2853041;2022.0
2;ZONA NOROCCIDENTAL;"";305001018421;305001018421;30500101842101;INSTITUCION EDUCATIVA Y CULTURAL JESUS AMIGO;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;DOCE DE OCTUBRE No2;0;CL 99    82-07;4776196 - 6040550;2022.0
6;ZONA SUROCCIDENTAL;"";305001018481;305001018481;30500101848101;CENTRO EDUCATIVO INFANTIL PEQUEÑOS PERSONAJES;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA PALMA;0;CL 27 81 A 95;2388585;2022.0
2;ZONA NOROCCIDENTAL;"";305001018626;305001018626;30500101862601;CENTRO DE EDUCACION PREESCOLAR MI CHANCHITO;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL DIAMANTE;0;TV 79 C 80 53;2981019/3508541562;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001018642;305001018642;30500101864201;JARDIN INFANTIL LA TATA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA MÓNICA;0;CL 36 91 A 22;2523681;2022.0
2;ZONA NOROCCIDENTAL;"";305001018651;305001018651;30500101865101;INSTITUCION EDUCATIVA LEONARDO DA VINCI;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;Robledo;0;CR 89 65 94;4746762;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001018685;305001018685;30500101868501;PREESCOLAR AMIGO DE LOS NIÑOS;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN JAVIER No.1;0;CL 43    102 4;2531941;2022.0
3;ZONA CENTRO ORIENTAL;"";305001018812;305001018812;30500101881201;PREESCOLAR GUILLE;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;MIRAFLORES;0;CR 26 48 20;2692002;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001018847;305001018847;30500101884701;CENTRO EDUCATIVO NUEVOS AMIGOS;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CL 33 83 A 33;2507955;2022.0
2;ZONA NOROCCIDENTAL;"";305001018898;305001018898;30500101889801;CENTRO EDUCATIVO SENDEROS INFANTILES;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;La pilarica;0;CL 73 72 A 64;2640890;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001018910;305001018910;30500101891001;GUARDERIA Y PREESCOLAR MIS PRIMEROS EXITOS;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA TERESITA;0;CL 34 B 87 A 39;2535963;2022.0
6;ZONA SUROCCIDENTAL;890980942-6;305001018944;305001018944;30500101894401;CENTRO EDUCATIVO MIS PRIMEROS MAESTROS;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS VIOLETAS;0;CL 31 C 89 E 86;2569574;2022.0
3;ZONA CENTRO ORIENTAL;"";305001019100;305001019100;30500101910001;JARDIN INFANTIL COQUI;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL SALVADOR;0;CR 36 37 37;2171839;2022.0
2;ZONA NOROCCIDENTAL;"";305001019185;305001019185;30500101918501;PREESC ANGELILLOS;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;GIRARDOT;0;CL 103 66 42;267 74 26;2022.0
2;ZONA NOROCCIDENTAL;"";305001019223;305001019223;30500101922301;PREESCOLAR COLOMBIANITOS DEL FUTURO;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;DOCE DE OCTUBRE No1;0;CL 104 E 83 15;4762662;2022.0
1;ZONA NORORIENTAL;"";305001019509;305001019509;30500101950901;ESCUELA HERMANA ALCIRA CASTRO OSORIO;PRINCIPAL;1;POPULAR;914;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;POPULAR;0;CR 27B 107FA 138;4 48 52 98;2022.0
3;ZONA CENTRO ORIENTAL;"";305001019606;305001019606;30500101960601;INSTITUTO DE EDUCACION COMFENALCO CONSUELO MONTOYA GIL;PRINCIPAL;10;LA CANDELARIA;927;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CANDELARIA;0;KR 43 49 20 - CL 49 42 20;4489770;2022.0
2;ZONA NOROCCIDENTAL;"";305001019819;305001019819;30500101981901;COLEGIO SAPIENCIA;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CL 77 BB 82 69;5604059;2022.0
2;ZONA NOROCCIDENTAL;"";305001019827;305001019827;30500101982701;COLEGIO PANAMERICANO COLOMBO SUECO;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CL 78 B 84 41;4419468;2022.0
6;ZONA SUROCCIDENTAL;"";305001019967;305001019967;30500101996701;CENTRO EDUCATIVO VENTANA MAGICA;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL RODEO;0;CL 1 B 53 50;2552489;2022.0
4;ZONA CENTRO OCCIDENTAL;900236493-6;305001019975;305001019975;30500101997501;CENTRO EDUCATIVO INTEGRAL BUCARELLY;PRINCIPAL;60;SAN CRISTOBAL;936;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORREGIMIENTO SAN CRISTÓBAL;Cabecera Urbana Corregimiento San Cristobal;CR 130 61 30;4272121/4271236/305 3146983;2022.0
1;ZONA NORORIENTAL;"";305001020094;305001020094;30500102009401;COLEGIO PARROQUIAL EMAUS;PRINCIPAL;1;POPULAR;914;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;Villa Guadalupe;0;Cr 40 N° 95A 30/ CL 95A N°39-14;5219411 - 5219275;2022.0
2;ZONA NOROCCIDENTAL;"";305001020183;305001020183;30500102018301;CENTRO EDUCATIVO RAFAEL POMBO;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;DOCE DE OCTUBRE No1;0;CL 101 D 82 E 50;2670863;2022.0
2;ZONA NOROCCIDENTAL;"";305001020213;305001020213;30500102021301;CENTRO EDUCATIVO MI PATITO;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CL 96 71 22;2377303;2022.0
2;ZONA NOROCCIDENTAL;"";305001020281;305001020281;30500102028101;COLEGIO MUSICAL LAS COMETAS;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CL 65 88 34;4218034;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001020337;305001020337;30500102033701;COLEGIO CAMINOS ABIERTOS;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN JAVIER No.1;0;CR 99 42 40;4912134;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001020558;305001020558;30500102055801;COLEGIO CREADORES DEL FUTURO;PRINCIPAL;10;LA CANDELARIA;927;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;SANTO DOMINGO;0;"CL 50 57 69";322 80 27 - 3022906132;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001021104;305001021104;30500102110401;GUARDERIA Y PREESCOLAR MUNDO DE ILUSIONES;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS CONQUISTADORES;0;KR 64 B 38 10;2357146;2022.0
6;ZONA SUROCCIDENTAL;"";305001021228;305001021228;30500102122801;CENTRO EDUCATIVO LOS PIONEROS;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA PALMA;0;CL 30 A 79 75;4449558 /2382533;2022.0
3;ZONA CENTRO ORIENTAL;"";305001021252;305001021252;30500102125201;CENTRO EDUCATIVO INSTITUTO DE CIENCIAS APLICADAS - INDECAP;PRINCIPAL;10;LA CANDELARIA;927;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;PRADO CENTRO;0;CL 56 45 26;2844794;2022.0
1;ZONA NORORIENTAL;"";305001021261;305001021261;30500102126101;COLEGIO GENTE UNIDA JOVENES POR LA PAZ - MORAVIA;PRINCIPAL;4;ARANJUEZ;918;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 58 85 B 25;2634217-4447405 OPC 402;2022.0
2;ZONA NOROCCIDENTAL;"";305001021392;305001021392;30500102139201;CENTRO EDUCATIVO SAN ANTONIO DE PADUA;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;PEDREGAL;0;CL 104F 74A 06;4761812;2022.0
2;ZONA NOROCCIDENTAL;"";305001021406;305001021406;30500102140601;PREESCOLAR NUEVO AMANECER;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;PEDREGAL;0;CL 105 A 70 4;5843765;2022.0
2;ZONA NOROCCIDENTAL;890900841-9;305001021422;305001021422;30500102142201;COSMO SCHOOLS - SEDE PEDREGAL;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;DOCE DE OCTUBRE No2;0;CL 103 C 76 A 24;2677251;2022.0
6;ZONA SUROCCIDENTAL;"";305001021449;305001021449;30500102144901;CENTRO EDUCATIVO CHIQUILLOS DE LA COLINA;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;DG 79 A 52 99;2389901;2022.0
6;ZONA SUROCCIDENTAL;"";305001021481;305001021481;30500102148101;PREESCOLAR LA CASITA DEL SABER;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;SANTA FÉ;0;CL 20 57 82;2350553;2022.0
2;ZONA NOROCCIDENTAL;"";305001021571;305001021571;30500102157101;CENTRO EDUCATIVO CORAZONES ALEGRES;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;TOSCANA;0;CL 111 D 64 A 26;2730255;2022.0
3;ZONA CENTRO ORIENTAL;890900841-9;305001021589;305001021589;30500102158901;COSMO SCHOOLS - SEDE CENTRO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 48 43 87;2156680;2022.0
2;ZONA NOROCCIDENTAL;"";305001021643;305001021643;30500102164301;JARDIN COMUNITARIO SUSANITA DIAZ;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;KENNEDY;0;CR 76 92 59;5904507;2022.0
2;ZONA NOROCCIDENTAL;"";305001021660;305001021660;30500102166001;PREESCOLAR LOS PINGÜINOS;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;PEDREGAL;0;CR 74 101 B 4;4719963;2022.0
1;ZONA NORORIENTAL;"";305001021759;305001021759;30500102175901;CENTRO EDUCATIVO RONDAS INFANTILES;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN ISIDRO;0;CL 91 50 54;6056851;2022.0
3;ZONA CENTRO ORIENTAL;"";305001021881;305001021881;30500102188101;COLEGIO MILITAR GENERAL PEDRO NEL OSPINA;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 48 45 35;2392909;2022.0
2;ZONA NOROCCIDENTAL;"";305001021937;305001021937;30500102193701;CENTRO EDUCATIVO LA MAGIA DEL SABER;PRINCIPAL;5;CASTILLA;919;0;NO OFICIAL;No Oficial;URBANA;Urbana;TOSCANA;0;CL 111 F 64 A 46;2730694;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001021996;305001021996;30500102199601;JARDIN INFANTIL PEQUEÑAS PERSONITAS;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAURELES;0;CL 37 80 63;4125835;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022011;305001022011;30500102201101;CENTRO EDUCATIVO DESCUBRIENDO MARAVILLAS;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CASTELLANA;0;CL 33 AA 82 A 35;4113931;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022038;305001022038;30500102203801;CENTRO EDUCATIVO GENIOS ESCALANDO;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CASTELLANA;0;KR 83 34 B 81;5788246 o 3112179598;2022.0
2;ZONA NOROCCIDENTAL;"";305001022054;305001022054;30500102205401;CENTRO EDUCATIVO INFANTIL CHICOS PILOS;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA ESPERANZA;0;CR 73 94 57;2374548;2022.0
2;ZONA NOROCCIDENTAL;"";305001022071;305001022071;30500102207101;CENTRO EDUCATIVO PEQUEÑAS MARAVILLAS;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CR 66 94 19;2375102;2022.0
1;ZONA NORORIENTAL;"";305001022089;305001022089;30500102208901;CENTRO EDUCATIVO INTEGRAL MOMENTOS FELICES;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;BRASILIA;0;CL 72 A 48 A 69;2844928;2022.0
1;ZONA NORORIENTAL;"";305001022127;305001022127;30500102212701;CENTRO EDUCATIVO LUCEROS Y ESTRELLAS;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;MANRIQUE CENTRAL No 1;0;CR 47 72 A 4 IN 201;2129868;2022.0
2;ZONA NOROCCIDENTAL;"";305001022178;305001022178;30500102217801;INSTITUTO CORFERRINI - SEDE ROBLEDO;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CR 86 65A 38;4221790 -3147695740;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022224;305001022224;30500102222401;COLEGIO EXTERNADO PATRIA - SEDE CENTRO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CR 43 49 20;23969 43;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022259;305001022259;30500102225901;INSTITUTO CORFERRINI - SEDE LA DIVISA;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN JAVIER No.1;0;CL 49B 99EE 117;4913526 4346334;2022.0
5;ZONA SURORIENTAL;"";305001022305;305001022305;30500102230501;CENTRO EDUCATIVO EL ENCUENTRO;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL TESORO;0;CL 4 28 71;3170774;2022.0
2;ZONA NOROCCIDENTAL;"";305001022321;305001022321;30500102232101;CENTRO EDUCATIVO POPEYE;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;ALTAMIRA;0;CL 79 72 A 65;2579122;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022330;305001022330;30500102233001;CENTRO EDUCATIVO ALTOS DE CALASANZ;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;CALASANZ PARTE ALTA;0;CR 83 A 50 A 92;2642320;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022356;305001022356;30500102235601;CENTRO EDUCATIVO SEMILLAS DE VIDA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;CALASANZ PARTE ALTA;0;CL 51 83 A 33;2644246;2022.0
6;ZONA SUROCCIDENTAL;"";305001022372;305001022372;30500102237201;CENTRO EDUCATIVO MIS PRIMERAS IDEAS;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS MERCEDES;0;CR 84 32 69 AP 101;3414127;2022.0
6;ZONA SUROCCIDENTAL;"";305001022381;305001022381;30500102238101;CENTRO INFANTIL MI EDAD FELIZ;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;GRANADA;0;CR 73 28 60;2380724;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022402;305001022402;30500102240201;CENTRO EDUCATIVO AMARANTO;PRINCIPAL;60;SAN CRISTOBAL;936;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORREGIMIENTO SAN CRISTÓBAL;Cabecera Urbana Corregimiento San Cristobal;CR 129 64 15;427 02 48;2022.0
2;ZONA NOROCCIDENTAL;"";305001022429;305001022429;30500102242901;CENTRO EDUCATIVO HOLA NIÑOS;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;Nueva Villa de la Iguaná;0;CL 64 G 95 10;4263021;2022.0
6;ZONA SUROCCIDENTAL;"";305001022437;305001022437;30500102243701;CENT PEDAGOGICO GOTICAS DEL SABER;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA GLORIA;0;CL 19 80 B 69;3533154;2022.0
1;ZONA NORORIENTAL;"";305001022453;305001022453;30500102245301;CENTRO PEDAGOGICO LA MAGIA DE APRENDER;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;VERSALLES No1;0;CL 70   33 37;2911974/5785087;2022.0
1;ZONA NORORIENTAL;"";305001022461;305001022461;30500102246101;COLEGIO GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CRUZ;0;CR 24 72 150;2514254-4447405 EXT 128;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001022470;305001022470;30500102247001;COLEGIO LUJAN;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS CONQUISTADORES;0;CL 34 66AA 02;2653688;2022.0
1;ZONA NORORIENTAL;811030023-1;305001022496;305001022496;30500102249601;INSTITUCION EDUCATIVA PEQUEÑA MARIA;PRINCIPAL;1;POPULAR;914;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;CARPINELO;0;CL 97 A 24 F 56;4481994;2022.0
2;ZONA NOROCCIDENTAL;"";305001022500;305001022500;30500102250001;JARDIN INFANTIL Y PREESCOLAR PAJARILLOS;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;López de  Mesa;0;CL 82 76 132;4415879;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022518;305001022518;30500102251801;COLEGIO COMBOS COMUNIDADES EDUCATIVAS DE BASE;PRINCIPAL;10;LA CANDELARIA;927;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;SAN BENITO;0;CL 51 56 A 35;5141672-5126251;2022.0
6;ZONA SUROCCIDENTAL;"";305001022534;305001022534;30500102253401;COLEGIO GENTE UNIDA JOVENES POR LA PAZ - SEDE VILLA CAFE;PRINCIPAL;16;BELÉN;934;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;BELÉN;0;CL 64E N° 117-03;5585791- 4447405 EXT 801;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022607;305001022607;30500102260701;INSTITUTO FERRINI - SEDE CENTRO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOMBONÁ No1;0;CR 42 47 82;2165353;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022615;305001022615;30500102261501;COLEGIO BOLIVARIANO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOMBONÁ No1;0;"Carrera 42 No.50A-26 /
Carrera 43 No.47-29";2396947;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022631;305001022631;30500102263101;CORPORACION ESCUELA EMPRESARIAL DE EDUCACION;PRINCIPAL;10;LA CANDELARIA;928;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;BOSTON;0;CL 52    39 50;2172690/2172690;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022666;305001022666;30500102266601;COLEGIO EMPRESARIAL EDUCATIVO - CEMPED;PRINCIPAL;10;LA CANDELARIA;927;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;BOSTON;0;CL 56 N° 41 87;2173444;2022.0
3;ZONA CENTRO ORIENTAL;"";305001022682;305001022682;30500102268201;POLITECNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACION;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOSTON;0;CL 55 42 38;2393442;2022.0
2;ZONA NOROCCIDENTAL;"";305001023042;305001023042;30500102304201;CENTRO EDUCATIVO PEQUEÑOS SALTARINES;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CR 67 94 50;2371310;2022.0
3;ZONA CENTRO ORIENTAL;"";305001023662;305001023662;30500102366201;CENTRO EDUCATIVO LAZOS;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;GERONA;0;CR 33 A 41 61;217 32 57;2022.0
2;ZONA NOROCCIDENTAL;"";305001023794;305001023794;30500102379401;CENTRO INFANTIL EL MAGO DE OZ;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS COLORES;0;CL 52 78 B 49;5061022;2022.0
5;ZONA SURORIENTAL;"";305001023867;305001023867;30500102386701;CENTRO EDUCATIVO SOL NACIENTE;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;POBLADO;0;Calle 10B # 28-41;3124997 - 3108918833;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001023981;305001023981;30500102398101;CENTRO EDUCATIVO HOGAR SAN RAFAEL;PRINCIPAL;13;SAN JAVIER;931;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELENCITO;0;CR 102 35AA 03;2535357;2022.0
2;ZONA NOROCCIDENTAL;"";305001024125;305001024125;30500102412501;CENTRO EDUCATIVO MOMO;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CL 92 B 69 77;2573227;2022.0
2;ZONA NOROCCIDENTAL;"";305001024157;305001024157;30500102415701;CENTRO EDUCATIVO NACIONAL;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;TRICENTENARIO;0;CR 64 96 A 04;4721922-3166228887;2022.0
1;ZONA NORORIENTAL;"";305001024164;305001024164;30500102416401;COLEGIO GENTE UNIDA JOVENES POR LA PAZ-SANTO DOMINGO;PRINCIPAL;1;POPULAR;914;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;Carpinelo;0;CL 101 C  22 -99;5285471;2022.0
2;ZONA NOROCCIDENTAL;"";305001024236;305001024236;30500102423601;CENTRO EDUCATIVO HOGAR JESUS REDENTOR;PRINCIPAL;6;DOCE DE OCTUBRE;921;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;PEDREGAL;0;CL 104 B 87 95;"4744470 
 4714266";2022.0
2;ZONA NOROCCIDENTAL;"";305001024386;305001024386;30500102438601;JARDIN INFANTIL CASITA DE ILUSIONES;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;Robledo;0;CARRERA 78 A # 54 - 09 y Calle 55 # 78 A - 10;2059467;2022.0
1;ZONA NORORIENTAL;"";305001024393;305001024393;30500102439301;CENTRO EDUCATIVO PARAISOS DE COLOR;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;CAMPO VALDÉS No 1;0;CR 52 73 298;310 831 93 60;2022.0
2;ZONA NOROCCIDENTAL;"";305001024419;305001024419;30500102441901;COLEGIO ANTARES INTELIGENCIAS MULTIPLES;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;Palenque;0;CR 88A  68 135;4442685;2022.0
3;ZONA CENTRO ORIENTAL;"";305001024544;305001024544;30500102454401;COLEGIO NUEVO CERVANTES CONOCER;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 49 43 30;314 866 0063;2022.0
3;ZONA CENTRO ORIENTAL;811041520-6;305001024569;305001024569;30500102456901;COLEGIO CIENCIA Y VIDA;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CL 55 42 86;4255600 Opc 1 /wp 3147138080;2022.0
2;ZONA NOROCCIDENTAL;"";305001024576;305001024576;30500102457601;CENTRO EDUCATIVO JUGANDO Y APRENDIENDO;PRINCIPAL;7;ROBLEDO;922;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL PROGRESO;0;CL 79 A 69 53;2982038;2022.0
3;ZONA CENTRO ORIENTAL;"";305001024609;305001024609;30500102460901;COLEGIO COMPUSOCIAL;PRINCIPAL;10;LA CANDELARIA;928;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CR 45    49 60;5121666-3439800-3435155;2022.0
1;ZONA NORORIENTAL;"";305001024623;305001024623;30500102462301;COLEGIO DE DESARROLLO SOCIAL PARA LA ATENCION INTEGRAL AL JOVEN TALITA CUMI;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;SAN JOSE LA CIMA;0;CR 32 92 C 43;5137998-5137636-2630644;2022.0
